,mark,model,year,type,condition,fuel,Transmission,color,price
18296,Car Makes:BMW,Car Model:I3 Series,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Electric,Transmission:Auto,"$25,000"
18297,Car Makes:Lexus,Car Model:NX,Year:2016,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$46,500"
18298,Car Makes:Toyota,Car Model:Alphard,Year:2018,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$95,000"
18299,Car Makes:Honda,Car Model:CR-V,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$4,700"
18300,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$55,900"
18301,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:Other,Transmission:Auto,Color:Silver,"$13,900"
18302,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Silver,"$18,889"
18303,Car Makes:Lexus,Car Model:NX,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$52,000"
18304,Car Makes:Kia,Car Model:Morning,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$5,500"
18305,Car Makes:Nissan,Car Model:Terra,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$55,000"
18306,Car Makes:Jeep,Car Model:Other - ផ្សេងៗ,Year:1986,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$7,500"
18307,Car Makes:Mitsubishi,Car Model:Pajero Sport,Year:2022,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$69,500"
18308,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Transmission:Auto,Color:White,"$20,500"
18309,Car Makes:Toyota,Car Model:Alphard,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$31,500"
18310,Car Makes:Foton,Car Model:CS2,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$13,000"
18311,Car Makes:Toyota,Car Model:Fortuner,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$24,500"
18312,Car Makes:Toyota,Car Model:Fortuner,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$24,500"
18313,Car Makes:Kia,Car Model:Morning,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,999"
18314,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,000"
18315,Car Makes:Hyundai,Car Model:Truck,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$6,800"
18316,Car Makes:Lexus,Car Model:LX470,Year:2004,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Transmission:Auto,Color:White,"$24,500"
18317,Car Makes:Mazda,Car Model:Mazda3,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$20,500"
18318,Car Makes:Hyundai,Car Model:Palisade,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$60,000"
18319,Car Makes:Volkswagen,Car Model:Multivan,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$36,900"
18320,Car Makes:Audi,Car Model:Q7,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$28,900"
18321,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$28,000"
18322,Car Makes:Honda,Car Model:CR-V,Year:1999,Tax Type:Plate Number,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Silver,"$4,500"
18323,Car Makes:Kia,Car Model:Morning,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$4,900"
18324,Car Makes:Mitsubishi,Car Model:Triton,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$16,500"
18325,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,000"
18326,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,000"
18327,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:Gold,"$11,400"
18328,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Diesel,Transmission:Auto,"$8,900"
18329,Car Makes:Ford,Car Model:Figo,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$19,000"
18330,Car Makes:Mitsubishi,Car Model:Pajero IO,Year:1993,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Auto,"$4,300"
18331,Car Makes:Toyota,Car Model:Fortuner,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$32,800"
18332,Car Makes:SsangYong,Car Model:Istana - ធូរីស,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Manual,"$7,200"
18333,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:White,"$23,800"
18334,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Color:White,"$11,500"
18335,Car Makes:Toyota,Car Model:Corolla,Year:1998,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$4,600"
18336,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$12,300"
18337,Car Makes:Kia,Car Model:Carnival,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$34,000"
18338,Car Makes:Toyota,Car Model:Corolla,Year:2000,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$4,900"
18339,Car Makes:Toyota,Car Model:Corolla,Year:2003,Tax Type:Plate Number,Condition:New,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$9,700"
18340,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,900"
18341,Car Makes:Toyota,Car Model:Corolla,Year:1994,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$2,900"
18342,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Color:Silver,"$8,600"
18343,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$11,200"
18344,Car Makes:Honda,Car Model:CR-V,Year:1998,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Silver,"$4,050"
18345,Car Makes:SsangYong,Car Model:Istana - ធូរីស,Year:1998,Tax Type:Tax Paper,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$3,500"
18346,Car Makes:Toyota,Car Model:Tundra,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$23,000"
18347,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Color:Silver,"$18,900"
18348,Car Makes:Mercedes-Benz,Car Model:G-Class,Year:2014,Tax Type:Plate Number,Condition:New,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$97,000"
18349,Car Makes:Toyota,Car Model:Corolla,Year:1994,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$2,800"
18350,Car Makes:Toyota,Car Model:Prius,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$31,000"
18351,Car Makes:Toyota,Car Model:Corolla,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Station Wagon,Fuel:Petrol,Transmission:Manual,"$7,999"
18352,Car Makes:Toyota,Car Model:Corolla,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Station Wagon,Fuel:Petrol,Transmission:Manual,"$7,999"
18353,Car Makes:Toyota,Car Model:Alphard,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$30,990"
18354,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$16,500"
18355,Car Makes:Toyota,Car Model:Camry,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$15,000"
18356,Car Makes:Ford,Car Model:F-150 Raptor,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$85,000"
18357,Car Makes:Mercedes-Benz,Car Model:S400,Year:2014,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$79,500"
18358,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,500"
18359,Car Makes:Audi,Car Model:Q7,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$28,000"
18360,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,900"
18361,Car Makes:Lexus,Car Model:RC,Year:2017,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$46,500"
18362,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,800"
18363,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$18,500"
18364,Car Makes:Hyundai,Car Model:Starex,Year:2005,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Silver,"$5,800"
18365,Car Makes:Toyota,Car Model:Fortuner,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$28,000"
18366,Car Makes:Toyota,Car Model:Fortuner,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$28,000"
18367,Car Makes:Volkswagen,Car Model:Caravelle,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Auto,"$38,000"
18368,Car Makes:Toyota,Car Model:Rush,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$35,500"
18369,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Other,"$14,500"
18370,Car Makes:Audi,Car Model:Q7,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$30,000"
18371,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$14,000"
18372,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$14,500"
18373,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$14,500"
18374,Car Makes:Toyota,Car Model:RAV4,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Color:White,"$5,600"
18375,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$10,000"
18376,Car Makes:Mercedes-Benz,Car Model:C300,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$41,000"
18377,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$12,000"
18378,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Blue,"$23,000"
18379,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,500"
18380,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Color:Blue,"$12,500"
18381,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$15,300"
18382,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$15,300"
18383,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$15,300"
18384,Car Makes:Toyota,Car Model:Camry,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:White,"$14,500"
18385,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$25,800"
18386,Car Makes:Kia,Car Model:Morning,Year:2012,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$11,000"
18387,Car Makes:Toyota,Car Model:Tundra,Year:2010,Tax Type:Tax Paper,Condition:Used,Body Type:Pickup,Fuel:Diesel,Color:Beige,"$25,000"
18388,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:New,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$28,000"
18389,Car Makes:Mitsubishi,Car Model:Triton,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$40,000"
18390,Car Makes:Toyota,Car Model:Hilux,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Color:Blue,"$8,700"
18391,Car Makes:Hyundai,Car Model:Tourism - ទូរីស,Year:2008,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Silver,"$11,900"
18392,Car Makes:Toyota,Car Model:Corolla,Year:1995,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$3,300"
18393,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,300"
18394,Car Makes:Lexus,Car Model:CT,Year:2011,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$23,900.00"
18395,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,800.00"
18396,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,800.00"
18397,Car Makes:Toyota,Car Model:Camry,Year:2009,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,900.00"
18398,Car Makes:Toyota,Car Model:Camry,Year:2009,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,900.00"
18399,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,500.00"
18400,Car Makes:Toyota,Car Model:Highlander,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,500.00"
18401,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$19,500.00"
18402,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$19,000.00"
18403,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$19,700.00"
18404,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$22,000.00"
18405,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$20,200.00"
18406,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,500.00"
18407,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,000.00"
18408,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,500.00"
18409,Car Makes:Toyota,Car Model:Prius,Year:2013,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$25,500.00"
18410,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$19,500.00"
18411,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$18,800.00"
18412,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$18,000"
18413,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$6,300"
18414,Car Makes:Toyota,Car Model:Camry,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,700"
18415,Car Makes:Mazda,Car Model:BT50,Year:2022,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Transmission:Auto,Color:Other,"$48,900"
18416,Car Makes:Toyota,Car Model:Camry,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$18,500"
18417,Car Makes:Mitsubishi,Car Model:Triton,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$44,500"
18418,Car Makes:Hyundai,Car Model:Truck,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$15,000"
18419,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,800"
18420,Car Makes:Toyota,Car Model:Land Cruiser,Year:1998,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:Gray,"$11,000"
18421,Car Makes:Toyota,Car Model:Hilux REVO,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$42,900"
18422,Car Makes:Toyota,Car Model:Tacoma,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$16,000"
18423,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$10,500"
18424,Car Makes:Toyota,Car Model:Hilux REVO,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$53,400"
18425,Car Makes:Toyota,Car Model:Alphard,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$36,800"
18426,Car Makes:Toyota,Car Model:Corolla,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Color:Green,"$4,900"
18427,Car Makes:Toyota,Car Model:Camry,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,900"
18428,Car Makes:Toyota,Car Model:Camry,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,900"
18429,Car Makes:Toyota,Car Model:Camry,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,900"
18430,Car Makes:Toyota,Car Model:Corolla,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,400"
18431,Car Makes:Toyota,Car Model:Tundra,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$17,200"
18432,Car Makes:Kia,Car Model:Morning,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$7,800"
18433,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,600"
18434,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,850"
18435,Car Makes:Toyota,Car Model:Alphard,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$35,000"
18436,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$10,900"
18437,Car Makes:Toyota,Car Model:Highlander,Year:2005,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Black,"$15,500"
18438,Car Makes:Toyota,Car Model:RAV4,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,800"
18439,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:White,"$8,500"
18440,Car Makes:Kia,Car Model:Morning,Year:2005,Tax Type:Plate Number,Condition:New,Body Type:Hatchback,Transmission:Auto,Color:White,"$5,000"
18441,Car Makes:Mini,Car Model:Mini Cooper S,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Color:Black,"$10,500"
18442,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Hybrid,Color:Gold,"$11,300"
18443,Car Makes:Land Rover,Car Model:Range Rover,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$62,000"
18444,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:White,"$17,000"
18445,Car Makes:Lexus,Car Model:RX300,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$16,000"
18446,Car Makes:Toyota,Car Model:Tacoma,Year:2003,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$8,950"
18447,Car Makes:Toyota,Car Model:Tacoma,Year:2003,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$8,950"
18448,Car Makes:Maserati,Car Model:Quattroporte,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$210,000"
